created	author	ranking	votes	viewers	annotations	ntags	scripts	sd	tags
2014-04-23 17:07:44	268	3	3	6	1	2	1	1	prosper:crowdfunding
2014-04-23 17:09:08	271	2	3	4	0	2	1	1.7320508075689	social networks:pros cons
2014-04-23 17:22:13	271	3.5	4	6	0	2	1	0.57735026918963	social networks:advantages
2014-04-23 17:31:40	271	1.33333	3	6	0	1	0	0.57735026918963	riesgos
2014-04-24 20:04:45	264	3.66667	3	3	0	1	0	1.1547005383793	the internet of things
2014-04-24 20:09:17	264	3.75	4	14	1	1	0	0.95742710775634	click to edit
2014-04-25 01:02:56	266	3.25	4	5	1	2	1	0.5	augmented reality:simple explanation
2014-04-25 02:51:50	266	4.14286	7	10	5	5	1	0.69006555934235	augmented reality:ikea:fun for the whole family:fun:apps
2014-04-25 03:00:05	266	3.83333	6	6	0	3	1	0.75277265270908	augmented reality:apps:examples
2014-04-25 12:36:10	264	4.2	5	10	3	1	2	1.3038404810405	click to edit
2014-04-25 12:44:49	264	4.25	4	8	2	3	1	0.95742710775634	technology:future house:web of things
2014-04-25 12:56:51	264	3.66667	3	6	1	1	1	1.5275252316519	click to edit
